1,Remember_01_CmA,1,9627
1,Realistic_01_CmA,5,9627
1,Attractive_01_CmA,1,9627
2,Remember_29_Sa,1,9627
2,Realistic_29_Sa,4,9627
2,Attractive_29_Sa,2,9627
3,Remember_02_CmA,3,9627
3,Realistic_02_CmA,5,9627
3,Attractive_02_CmA,3,9627
4,Remember_30_Sa,1,9627
4,Realistic_30_Sa,5,9627
4,Attractive_30_Sa,1,9627
5,Remember_03_CmA,5,9627
5,Realistic_03_CmA,5,9627
5,Attractive_03_CmA,3,9627
6,Remember_31_Sa,1,9627
6,Realistic_31_Sa,3,9627
6,Attractive_31_Sa,1,9627
7,Remember_04_CmA,2,9627
7,Realistic_04_CmA,5,9627
7,Attractive_04_CmA,4,9627
8,Remember_32_Sa,1,9627
8,Realistic_32_Sa,5,9627
8,Attractive_32_Sa,1,9627
9,Remember_05_CmA,3,9627
9,Realistic_05_CmA,5,9627
9,Attractive_05_CmA,1,9627
10,Remember_33_Sa,1,9627
10,Realistic_33_Sa,3,9627
10,Attractive_33_Sa,1,9627
11,Remember_07_CmA,1,9627
11,Realistic_07_CmA,4,9627
11,Attractive_07_CmA,1,9627
12,Remember_34_Sa,1,9627
12,Realistic_34_Sa,5,9627
12,Attractive_34_Sa,2,9627
13,Remember_08_CmA,1,9627
13,Realistic_08_CmA,5,9627
13,Attractive_08_CmA,1,9627
14,Remember_35_Sa,1,9627
14,Realistic_35_Sa,5,9627
14,Attractive_35_Sa,4,9627
15,Remember_09_CmA,4,9627
15,Realistic_09_CmA,5,9627
15,Attractive_09_CmA,3,9627
16,Remember_36_Sa,1,9627
16,Realistic_36_Sa,4,9627
16,Attractive_36_Sa,3,9627
17,Remember_10_CmA,2,9627
17,Realistic_10_CmA,5,9627
17,Attractive_10_CmA,1,9627
18,Remember_37_Sa,1,9627
18,Realistic_37_Sa,4,9627
18,Attractive_37_Sa,1,9627
19,Remember_11_CmA,1,9627
19,Realistic_11_CmA,5,9627
19,Attractive_11_CmA,1,9627
20,Remember_38_Sa,1,9627
20,Realistic_38_Sa,5,9627
